waste,wst_oper,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EE_LIT,COL,KG_HAB,NL	: 	0.16 	0.13 	0.12 	0.12 	0.11 	0.1 	0.1 	0.08 	0.03 	0.13 	0.13 	0.12 	0.03 
EE_LIT,COL,KG_HAB,NO	: 	1.7 	1.56 	1.48 	1.69 	1.75 	1.59 	1.61 	1.4 	1.29 	1.44 	1.34 	1.34 	1.45 e
EE_LIT,COL,KG_HAB,PL	: 	0.34 	0.28 	0.12 	0.1 	0.09 	0.12 	0.08 	0.1 	0.05 	0.12 	0.05 	0.05 	: 
EE_LIT,COL,KG_HAB,PT	: 	0.26 	0.23 d	0.25 	0.05 	0.01 	0.01 	0.02 	0.06 	0.05 	0.03 	0.02 	0.03 	0 
EE_LIT,COL,KG_HAB,RO	: 	: 	0.05 	0.04 	0.03 	0.02 	0.03 	0.01 	0 	0 	0.01 	0 	0 	: 
EE_LIT,COL,KG_HAB,SE	: 	0.85 	0.71 	0.5 	0.25 	0.21 	0.25 	0.32 	0.26 	0.23 	0.41 	0.59 	0.61 	0.23 
EE_LIT,COL,KG_HAB,SI	: 	0.21 	0.07 	0.05 	0.1 	0.09 	0.17 	0.1 	0.03 	0.03 	0 	0 	: 	: 
EE_LIT,COL,KG_HAB,SK	: 	0.23 	0.19 	0.19 	0.19 	0.18 	0.18 	0.19 	0.15 	0.04 	0.03 	0.01 	0.02 	0 
EE_LIT,COL,KG_HAB,UK	: 	0.07 	0.07 	0.05 	0.03 d	0.02 	0.01 	0.01 	0.01 	0 	0 s	0 	: 	: 
EE_LIT,COL,T,AT	1481 	1479 	1426 	1413 	1393 	1267 	1225 	1096 	1004 	942 	962 	733 	667 	166 
EE_LIT,COL,T,BE	3564 	2844 	2790 	2683 	1573 	1641 	1642 	1569 	1466 	1381 	1124 	991 	945 	818 
EE_LIT,COL,T,BG	: 	933 	961 	404 d	251 d	193 	208 	321 	293 	239 	: 	: 	: 	: 
EE_LIT,COL,T,CY	: 	33 	26 	21 	39 	16 	14 	18 	0 	0 	0 	0 	: 	: 
EE_LIT,COL,T,CZ	2946 	1891 	1171 	590 	529 	881 	263 	374 	355 	416 	928 	598 	: 	: 
EE_LIT,COL,T,DE	15507 	10773 	7275 	1514 	1181 	1913 	581 	896 	784 	460 	249 	316 	375 	: 
EE_LIT,COL,T,DK	2872 	1889 	864 	1221 	777 	20 	706 	56 	8 	5 	3 	118 	114 	: 
EE_LIT,COL,T,EE	28 	26 	3 	13 	24 	21 	38 	58 	24 	42 	1 	1 	1 	: 
EE_LIT,COL,T,EL	1498 	1412 	500 d	327 	253 d	375 d	311 d	316 d	213 	150 	54 	79 	4 	6 
EE_LIT,COL,T,ES	9476 	5393 	4159 	4211 	3488 	4424 	1641 	1522 	1589 	1814 	1887 	1171 	51 	: 
EE_LIT,COL,T,EU27_2020	: 	64413 s	50298 s	33460 	25720 	23979 	20133 	17666 	: 	: 	: 	: 	: 	: 
EE_LIT,COL,T,EU28	: 	69034 s	54906 s	36713 	27774 	24955 	20461 	18185 	: 	: 	: 	: 	: 	: 
EE_LIT,COL,T,FI	848 	1044 	959 	1045 	739 	452 	268 	165 	117 	395 	281 	252 	165 	114 
EE_LIT,COL,T,FR	10779 	3395 	3159 	2013 	2763 	1859 	781 	406 	77 	6 	4 	0 	135 	: 
EE_LIT,COL,T,HR	225 	253 	127 	84 	60 	58 	69 	84 	: 	: 	: 	: 	: 	: 
EE_LIT,COL,T,HU	: 	521 	323 	238 	297 	406 	411 	161 	197 	252 	286 	204 	97 	50 
EE_LIT,COL,T,IE	1127 	914 	566 	428 	298 	624 	407 	374 	979 	615 	112 	150 	: 	: 
EE_LIT,COL,T,IS	: 	363 	232 	190 	42 	32 	50 	26 	17 	7 	: 	: 	: 	: 
EE_LIT,COL,T,IT	: 	: 	: 	721 	979 	422 	353 	316 	2148 	3598 	13936 	15031 	: 	: 
EE_LIT,COL,T,LI	31 d	35 d	35 d	10 d	5 d	1 d	1 d	1 d	1 d	2 d	1 d	1 d	: 	: 
EE_LIT,COL,T,LT	: 	258 	204 	180 	229 	242 	265 	192 	123 	156 	243 	225 	359 	169 
EE_LIT,COL,T,LU	: 	156 	158 	148 	137 	54 	129 	116 	113 	111 	108 	89 	67 	: 
EE_LIT,COL,T,LV	525 	552 	340 	305 	206 	176 	246 	232 	161 	144 	265 	331 	: 	: 
EE_LIT,COL,T,MT	: 	28 	16 	34 	11 	7 	13 	10 	23 	0 	0 	0 	0 	0 
EE_LIT,COL,T,NL	3177 	2715 	2234 	2074 	2012 	1848 	1727 	1684 	1263 	436 	2216 	2133 	2000 	536 
EE_LIT,COL,T,NO	8649 	8979 	8154 	7662 	8702 	8887 	7975 	7989 	6827 	6231 	6882 	6320 	6230 	6717 e
EE_LIT,COL,T,PL	: 	13091 	10628 	4374 	3722 	3404 	4484 	3069 	3715 	2008 	4613 	1768 	1807 	: 
EE_LIT,COL,T,PT	: 	2631 	2422 d	2587 	545 	120 	96 	224 	591 	564 	317 	248 	268 	14 
EE_LIT,COL,T,RO	: 	: 	1013 	806 	542 	409 	511 	135 	63 	32 	206 	8 	8 	: 
EE_LIT,COL,T,SE	12257 	8570 	7087 	4913 	2442 	1985 	2413 	3022 	2423 	2094 	3805 	5398 	5524 	2072 
EE_LIT,COL,T,SI	: 	430 	141 	102 	201 	193 	355 	213 	58 	61 	9 	10 	: 	: 
EE_LIT,COL,T,SK	: 	1272 	1023 	1013 	1031 	970 	974 	1039 	798 	233 	184 	58 	95 	26 
EE_LIT,COL,T,UK	4389 	4621 	4608 	3253 	2053 d	976 	329 	518 	315 	199 	255 s	49 	: 	: 
EE_LIT,COL_HH,KG_HAB,AT	: 	0.17 	0.16 	0.16 	0.16 	0.15 	0.15 	0.13 	0.12 	0.11 	0.12 	0.09 	0.08 	0.02 
EE_LIT,COL_HH,KG_HAB,BE	: 	0.21 	0.23 	0.21 	0.14 	0.14 	0.14 	0.14 	0.13 	0.12 	0.1 	0.09 	0.09 	0.08 
EE_LIT,COL_HH,KG_HAB,BG	: 	0.13 	0.13 	0.06 	0.03 	0.03 	0.03 	0.04 	0.04 	0.03 	: 	: 	: 	: 
EE_LIT,COL_HH,KG_HAB,CY	: 	0.04 	0.03 	0.02 	0.05 	0.02 	0.02 	0.02 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_HH,KG_HAB,CZ	: 	0.05 	0.03 	0.01 	0.01 	0.02 	0.01 	0.03 	0.03 	0.04 	0.09 	0.06 	: 	: 
EE_LIT,COL_HH,KG_HAB,DE	: 	0.12 	0.08 	0.01 	0.01 	0.02 	0.01 	0.01 	0.01 	0 	0 	0 	: 	: 
EE_LIT,COL_HH,KG_HAB,DK	: 	0.33 	0.15 	0.21 	0.14 	0 	0.13 	0 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_HH,KG_HAB,EE	: 	0.01 	0 	0.01 	0.02 	0.01 	0.03 	0.04 	0.02 	0.03 	0 	0 	0 	: 
EE_LIT,COL_HH,KG_HAB,EL	: 	0.12 	0.04 d	0.03 	0.02 d	0.03 d	0.02 d	0.02 d	0.01 	0.01 	0 	0 	0 	0 
EE_LIT,COL_HH,KG_HAB,ES	: 	0.02 	0.02 	0.05 	0.05 	0.08 	0.02 	0.02 	0.01 	0.01 	0.01 	0 	0 	: 
EE_LIT,COL_HH,KG_HAB,EU27_2020	: 	0.09 s	: 	0.05 	0.04 	0.04 	0.03 	0.03 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_HH,KG_HAB,EU28	: 	0.08 s	: 	0.05 	0.03 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_HH,KG_HAB,FI	: 	0.19 	0.17 	0.15 	0.13 	0.08 	0.04 	0.03 	0.02 	0.07 	0.05 	0.04 	0.03 	0.02 
EE_LIT,COL_HH,KG_HAB,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_HH,KG_HAB,HR	: 	0.06 	0.03 	0.02 	0.01 	0 	0.01 	0.01 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_HH,KG_HAB,HU	: 	0.04 	0 	0.02 	0.02 	0.03 	0 	0.02 	0.02 	0.03 	0.03 	0.02 	0 	0 
EE_LIT,COL_HH,KG_HAB,IE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_HH,KG_HAB,IS	: 	0.61 	0.4 	0.35 	0.07 	0.05 	0.1 	0.06 	0.04 	0.02 	: 	: 	: 	: 
EE_LIT,COL_HH,KG_HAB,IT	: 	: 	: 	0.01 	0.01 	0.01 	0.01 	0.01 	0.04 	0.06 	0.2 	0.11 	: 	: 
EE_LIT,COL_HH,KG_HAB,LI	: 	0.92 d	0.94 d	0.26 d	0.14 d	0.04 d	0.02 d	0.02 d	0.03 d	0.06 d	0.02 d	0.01 d	: 	: 
EE_LIT,COL_HH,KG_HAB,LT	: 	0.09 	0.07 	0.05 	0.08 	0.08 	0.08 	0.06 	0.04 	0.05 	0.08 	0.07 	0.09 	0.05 
EE_LIT,COL_HH,KG_HAB,LU	: 	0.26 	0.27 	0.26 	0.25 	0.1 	0.24 	0.22 	0.22 	0.22 	0.22 	0.18 	0.14 	: 
EE_LIT,COL_HH,KG_HAB,LV	: 	0.28 	0.17 	0.14 	0.1 	0.09 	0.06 	0.09 	0.08 	0.07 	0.12 	0.15 	: 	: 
EE_LIT,COL_HH,KG_HAB,MT	: 	0.05 	0.03 	0.07 	0.02 	0.01 	0.02 	0.01 	0.04 	0 	: 	: 	: 	: 
EE_LIT,COL_HH,KG_HAB,NL	: 	0 	0 	0 	0.07 	0.06 	0.05 	0.05 	0.03 	0 	0.13 	0.13 	0.12 	0.03 
EE_LIT,COL_HH,KG_HAB,NO	: 	0.79 	0.86 	0.76 	1.04 	0.88 	0.87 	0.91 	0.43 	0.36 	0.32 	0.21 	0.15 	: 
EE_LIT,COL_HH,KG_HAB,PL	: 	0.29 	0.23 	0.11 	0.09 	0.08 	0.11 	0.07 	0.08 	0.03 	0.08 	0 	0 	: 
EE_LIT,COL_HH,KG_HAB,PT	: 	0 	: 	0.25 	0.05 	0.01 	0 	0.02 	0.06 	0.05 	0.03 	0.02 	0.03 	0 
EE_LIT,COL_HH,KG_HAB,RO	: 	: 	0.02 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0.01 	0 	0 	: 
EE_LIT,COL_HH,KG_HAB,SE	: 	0.69 	0.5 	0.32 	0.14 	0.11 	0.12 	0.21 	0 	0.01 	0.11 	0.08 	0.09 	0.03 
EE_LIT,COL_HH,KG_HAB,SI	: 	0.2 	0.07 	0.03 	0.07 	0.09 	0.17 	0 	0.02 	0.02 	0 	0 	: 	: 
EE_LIT,COL_HH,KG_HAB,SK	: 	0.1 	0.07 	0.09 	0.1 	0.18 	0.1 	0.15 	0.1 	0.04 	0.03 	0.01 	0.01 	0 
EE_LIT,COL_HH,KG_HAB,UK	: 	0.02 	0.02 	0.02 	0 d	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_HH,T,AT	1481 	1479 	1426 	1413 	1393 	1267 	1225 	1096 	1004 	942 	962 	733 	667 	166 
EE_LIT,COL_HH,T,BE	3128 	2424 	2557 	2327 	1573 	1554 	1574 	1520 	1406 	1301 	1112 	991 	945 	818 
EE_LIT,COL_HH,T,BG	: 	914 	942 	402 	251 	190 	208 	319 	293 	239 	: 	: 	: 	: 
EE_LIT,COL_HH,T,CY	: 	33 	25 	21 	39 	16 	14 	18 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_HH,T,CZ	710 	567 	361 	158 	134 	217 	71 	366 	350 	375 	916 	594 	: 	: 
EE_LIT,COL_HH,T,DE	14968 	9787 	6450 	1183 	890 	1638 	445 	660 	520 	351 	0 	0 	: 	: 
EE_LIT,COL_HH,T,DK	2862 	1874 	858 	1212 	765 	11 	702 	1 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_HH,T,EE	27 	11 	3 	12 	23 	17 	36 	51 	24 	42 	1 	1 	1 	: 
EE_LIT,COL_HH,T,EL	1364 	1284 	460 d	302 	235 d	318 d	202 d	271 d	139 	150 	24 	55 	2 	1 
EE_LIT,COL_HH,T,ES	3927 	789 	706 	2260 	2459 	3628 	1166 	1082 	629 	460 	489 	159 	51 	: 
EE_LIT,COL_HH,T,EU27_2020	: 	41492 s	: 	22006 	17094 	17081 	13954 	12954 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_HH,T,EU28	: 	42643 s	: 	23296 	17281 	17087 	13954 	12954 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_HH,T,FI	821 	1024 	926 	802 	706 	425 	233 	162 	117 	394 	275 	227 	154 	113 
EE_LIT,COL_HH,T,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_HH,T,HR	214 	248 	119 	80 	25 	3 	36 	22 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_HH,T,HU	: 	348 	35 	206 	224 	256 	9 	157 	197 	252 	286 	204 	2 	1 
EE_LIT,COL_HH,T,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_HH,T,IS	: 	210 	134 	115 	24 	17 	32 	18 	13 	5 	: 	: 	: 	: 
EE_LIT,COL_HH,T,IT	: 	: 	: 	503 	437 	422 	353 	316 	2148 	3598 	11573 	6317 	: 	: 
EE_LIT,COL_HH,T,LI	31 d	35 d	35 d	10 d	5 d	1 d	1 d	1 d	1 d	2 d	1 d	1 d	: 	: 
EE_LIT,COL_HH,T,LT	: 	257 	187 	131 	222 	241 	244 	172 	122 	156 	243 	225 	296 	169 
EE_LIT,COL_HH,T,LU	: 	156 	158 	148 	137 	54 	128 	116 	112 	109 	106 	88 	66 	: 
EE_LIT,COL_HH,T,LV	525 	552 	340 	269 	206 	176 	123 	181 	158 	143 	264 	331 	: 	: 
EE_LIT,COL_HH,T,MT	: 	24 	14 	30 	9 	5 	7 	3 	15 	0 	: 	: 	: 	: 
EE_LIT,COL_HH,T,NL	0 	0 	0 	0 	1125 	1033 	807 	791 	486 	0 	2216 	2133 	2000 	536 
EE_LIT,COL_HH,T,NO	5084 	4192 	4503 	3922 	5361 	4457 	4350 	4505 	2111 	1735 	1518 	976 	705 	: 
EE_LIT,COL_HH,T,PL	: 	11122 	8563 	4098 	3525 	3181 	4184 	2640 	3170 	1120 	3079 	96 	42 	: 
EE_LIT,COL_HH,T,PT	: 	0 	: 	2538 	484 	70 	44 	175 	591 	564 	317 	198 	268 	14 
EE_LIT,COL_HH,T,RO	: 	: 	364 	201 	169 	125 	146 	28 	13 	1 	206 	8 	7 	: 
EE_LIT,COL_HH,T,SE	10610 	6952 	4976 	3156 	1350 	1080 	1105 	2018 	9 	87 	1009 	697 	839 	315 
EE_LIT,COL_HH,T,SI	: 	423 	135 	72 	146 	186 	348 	0 	35 	37 	6 	3 	: 	: 
EE_LIT,COL_HH,T,SK	: 	525 	400 	483 	566 	970 	544 	788 	552 	189 	184 	58 	72 	2 
EE_LIT,COL_HH,T,UK	1077 	1151 	1374 	1290 	187 d	6 	0 	0 	0 	0 	6 	13 	: 	: 
EE_LIT,COL_OTH,KG_HAB,AT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LIT,COL_OTH,KG_HAB,BE	: 	0.04 	0.02 	0.03 	0 	0.01 	0.01 	0 	0.01 	0.01 	0 	0 	0 	0 
EE_LIT,COL_OTH,KG_HAB,BG	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LIT,COL_OTH,KG_HAB,CY	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_OTH,KG_HAB,CZ	: 	0.13 	0.08 	0.04 	0.04 	0.06 	0.02 	0 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_OTH,KG_HAB,DE	: 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_OTH,KG_HAB,DK	: 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 	0.02 	0.02 	: 
EE_LIT,COL_OTH,KG_HAB,EE	: 	0.01 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_OTH,KG_HAB,EL	: 	0.01 	0 d	0 	0 d	0.01 d	0.01 d	0 d	0.01 	0 	0 	0 	0 	0 
EE_LIT,COL_OTH,KG_HAB,ES	: 	0.1 	0.07 	0.04 	0.02 	0.02 	0.01 	0.01 	0.02 	0.03 	0.03 	0.02 	: 	: 
EE_LIT,COL_OTH,KG_HAB,EU27_2020	: 	0.05 s	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_OTH,KG_HAB,EU28	: 	0.05 s	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_OTH,KG_HAB,FI	: 	0 	0.01 	0.04 	0.01 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 
EE_LIT,COL_OTH,KG_HAB,FR	: 	0.05 	0.05 	0.03 	0.04 	0.03 	0.01 	0.01 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_OTH,KG_HAB,HR	: 	0 	0 	0 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_OTH,KG_HAB,HU	: 	0.02 	0.03 	0 	0.01 	0.02 	0.04 	0 	0 	0 	0 	0 	0.01 	0 
EE_LIT,COL_OTH,KG_HAB,IE	: 	0.19 	0.12 	0.09 	0.06 	0.13 	0.09 	0.08 	0.21 	0.14 	0.02 	0.03 	: 	: 
EE_LIT,COL_OTH,KG_HAB,IS	: 	0.45 	0.29 	0.23 	0.05 	0.05 	0.06 	0.03 	0.01 	0.01 	: 	: 	: 	: 
EE_LIT,COL_OTH,KG_HAB,IT	: 	: 	: 	0 	0.01 	: 	: 	: 	: 	: 	0.04 	0.15 	: 	: 
EE_LIT,COL_OTH,KG_HAB,LT	: 	0 	0.01 	0.02 	0 	0 	0.01 	0.01 	0 	0 	0 	0 	0.02 	0 
EE_LIT,COL_OTH,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 	: 
EE_LIT,COL_OTH,KG_HAB,LV	: 	0 	0 	0.02 	0 	0 	0.06 	0.02 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_OTH,KG_HAB,MT	: 	0.01 	0 	0.01 	0.01 	0 	0.01 	0.02 	0.02 	0 	: 	: 	: 	: 
EE_LIT,COL_OTH,KG_HAB,NL	: 	0.16 	0.13 	0.12 	0.05 	0.05 	0.05 	0.05 	0.05 	0.03 	0 	0 	0 	0 
EE_LIT,COL_OTH,KG_HAB,NO	: 	0.91 	0.7 	0.72 	0.65 	0.87 	0.72 	0.7 	0.96 	0.93 	1.12 	1.13 	1.19 	: 
EE_LIT,COL_OTH,KG_HAB,PL	: 	0.05 	0.05 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.02 	0.04 	0.04 	0.05 	: 
EE_LIT,COL_OTH,KG_HAB,PT	: 	0 	: 	0 	0.01 	0 	0 	0 	0 	: 	0 	0 	0 	: 
EE_LIT,COL_OTH,KG_HAB,RO	: 	: 	0.03 	0.03 	0.02 	0.01 	0.02 	0.01 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_OTH,KG_HAB,SE	: 	0.16 	0.21 	0.18 	0.11 	0.09 	0.14 	0.11 	0.26 	0.22 	0.3 	0.51 	0.52 	0.19 
EE_LIT,COL_OTH,KG_HAB,SI	: 	0 	0 	0.01 	0.03 	0 	0 	0.1 	0.01 	0.01 	0 	0 	: 	: 
EE_LIT,COL_OTH,KG_HAB,SK	: 	0.14 	0.11 	0.1 	0.09 	0 	0.08 	0.05 	0.05 	0.01 	0 	0 	0 	0 
EE_LIT,COL_OTH,KG_HAB,UK	: 	0.05 	0.05 	0.03 	0.03 d	0.02 	0.01 	0.01 	0.01 	0 	0 	0 	: 	: 
EE_LIT,COL_OTH,T,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LIT,COL_OTH,T,BE	436 	420 	233 	355 	0 	88 	69 	48 	60 	80 	11 	0 	0 	0 
EE_LIT,COL_OTH,T,BG	: 	18 	19 	2 	0 	3 	0 	2 	0 	0 	: 	: 	: 	: 
EE_LIT,COL_OTH,T,CY	: 	1 	1 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LIT,COL_OTH,T,CZ	2236 	1324 	810 	432 	395 	663 	193 	8 	5 	41 	12 	4 	: 	: 
EE_LIT,COL_OTH,T,DE	539 	986 	825 	331 	291 	275 	136 	236 	264 	109 	249 	316 	375 	: 
EE_LIT,COL_OTH,T,DK	10 	15 	6 	9 	12 	9 	4 	55 	8 	5 	3 	118 	114 	: 
EE_LIT,COL_OTH,T,EE	1 	15 	0 	1 	0 	4 	2 	7 	0 	0 	0 	0 	0 	: 
EE_LIT,COL_OTH,T,EL	134 	128 	41 d	25 	19 d	57 d	109 d	44 d	74 	0 	30 	24 	2 	5 
EE_LIT,COL_OTH,T,ES	5549 	4604 	3453 	1951 	1029 	796 	476 	440 	959 	1354 	1398 	1012 	: 	: 
EE_LIT,COL_OTH,T,EU27_2020	: 	20290 s	: 	11454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_OTH,T,EU28	: 	23760 s	: 	13417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_OTH,T,FI	27 	21 	33 	243 	33 	27 	35 	3 	0 	1 	6 	25 	10 	1 
EE_LIT,COL_OTH,T,FR	10779 	3395 	3159 	2013 	2763 	1859 	781 	406 	77 	6 	4 	0 	135 	: 
EE_LIT,COL_OTH,T,HR	11 	5 	8 	3 	35 	56 	33 	62 	: 	: 	: 	: 	: 	: 
EE_LIT,COL_OTH,T,HU	: 	173 	287 	33 	72 	150 	403 	3 	0 	0 	0 	0 	95 	49 
EE_LIT,COL_OTH,T,IE	1127 	914 	566 	428 	298 	624 	407 	374 	979 	615 	112 	150 	: 	: 
EE_LIT,COL_OTH,T,IS	: 	153 	98 	75 	18 	15 	18 	8 	4 	2 	: 	: 	: 	: 
EE_LIT,COL_OTH,T,IT	: 	: 	: 	218 	542 	: 	: 	: 	: 	: 	2363 	8714 	: 	: 
EE_LIT,COL_OTH,T,LT	: 	1 	17 	49 	7 	2 	21 	19 	1 	0 	0 	0 	63 	0 
EE_LIT,COL_OTH,T,LU	: 	0 	0 	0 	0 	0 	1 	0 	1 	3 	2 	1 	1 	: 
EE_LIT,COL_OTH,T,LV	0 	0 	0 	36 	0 	0 	122 	50 	3 	1 	1 	0 	: 	: 
EE_LIT,COL_OTH,T,MT	: 	4 	2 	5 	2 	2 	6 	7 	8 	0 	: 	: 	: 	: 
EE_LIT,COL_OTH,T,NL	3177 	2715 	2234 	2074 	887 	815 	920 	893 	777 	436 	0 	0 	0 	0 
EE_LIT,COL_OTH,T,NO	3566 	4787 	3651 	3740 	3341 	4430 	3625 	3484 	4716 	4496 	5364 	5344 	5525 	: 
EE_LIT,COL_OTH,T,PL	: 	1970 	2065 	276 	197 	223 	300 	429 	546 	888 	1535 	1672 	1765 	: 
EE_LIT,COL_OTH,T,PT	: 	0 	: 	49 	60 	50 	52 	49 	0 	: 	0 	50 	0 	: 
EE_LIT,COL_OTH,T,RO	: 	: 	649 	604 	373 	284 	365 	108 	49 	31 	0 	0 	1 	: 
EE_LIT,COL_OTH,T,SE	1647 	1618 	2112 	1757 	1092 	905 	1308 	1004 	2414 	2007 	2796 	4701 	4685 	1757 
EE_LIT,COL_OTH,T,SI	: 	7 	5 	29 	55 	7 	7 	213 	23 	24 	3 	7 	: 	: 
EE_LIT,COL_OTH,T,SK	: 	746 	624 	530 	465 	0 	430 	251 	246 	45 	0 	0 	23 	25 
EE_LIT,COL_OTH,T,UK	3312 	3470 	3234 	1963 	1866 d	970 	328 	518 	315 	199 	249 	36 	: 	: 
EE_LIT,MKT,KG_HAB,AT	: 	0.3 	0.31 	0.17 	0.16 	0.15 	0.16 	0.16 	0.18 	0.15 	0.14 	0.13 	0.14 	0.18 
EE_LIT,MKT,KG_HAB,BE	: 	2.38 	2.62 	2.57 	2.44 	1.94 	2.36 	2.34 	2.35 	2.28 	2.89 	2.6 	1.58 	1.8 
EE_LIT,MKT,KG_HAB,BG	: 	0.27 	0.24 	0.11 d	0.09 d	0.06 	0.07 	0.06 	0.06 	0.08 	: 	: 	: 	: 
EE_LIT,MKT,KG_HAB,CY	: 	0.34 	0.3 	0.28 	0.39 	0.38 	0.46 	0.5 	0.66 	0.54 	0.69 	0.49 e	0.32 	0.46 
EE_LIT,MKT,KG_HAB,CZ	: 	0.89 	0.83 	0.89 	0.84 	0.72 	0.68 	0.72 	0.72 	0.67 	1.07 	0.86 	: 	: 
EE_LIT,MKT,KG_HAB,DE	: 	1.86 	1.68 	2.86 	1.08 	0.54 	0.5 	0.57 	0.7 	0.84 	0.92 	0.84 	1.1 	: 
EE_LIT,MKT,KG_HAB,DK	: 	1.75 	0.31 	1.25 	0.29 	0.69 	0.25 	0.53 	0.44 	0.53 	1.23 	0.99 	0.88 	: 
EE_LIT,MKT,KG_HAB,EE	: 	0.73 	0.61 	0.58 	0.5 	0.5 	0.62 	0.6 	0.51 	0.62 	1.01 	0.97 	0.92 	: 
EE_LIT,MKT,KG_HAB,EL	: 	0.64 	0.59 d	0.58 	0.66 e	0.54 e	0.38 e	0.4 e	0.42 	0.59 	0.59 	0.22 	0.11 	0.04 
EE_LIT,MKT,KG_HAB,ES	: 	0.56 	0.53 	0.45 	0.43 	0.5 	0.5 	0.63 	0.76 	0.81 	1.02 	1.25 	0.16 	: 
EE_LIT,MKT,KG_HAB,EU27_2020	: 	1.06 s	1 s	1.16 	0.77 	0.68 	0.76 	0.7 	: 	: 	: 	: 	: 	: 
EE_LIT,MKT,KG_HAB,EU28	: 	1.02 s	0.97 s	1.1 	0.77 	0.69 	0.77 	0.75 	: 	: 	: 	: 	: 	: 
EE_LIT,MKT,KG_HAB,FI	: 	1.8 	1.66 	1.57 	1.77 	2.17 	2.03 	1.82 	1.91 	1.99 	2.41 	2.11 	2.13 	0.72 
EE_LIT,MKT,KG_HAB,FR	: 	0.57 	0.55 	0.52 	0.49 	0.5 	0.53 	0.19 	0.46 	0.35 	0.45 	0.47 	0.42 	: 
EE_LIT,MKT,KG_HAB,HR	: 	0.69 	0.61 	0.49 	0.51 	0.46 	0.52 	0.63 	: 	: 	: 	: 	: 	: 
EE_LIT,MKT,KG_HAB,HU	: 	0.57 	0.41 	0.4 	0.28 	0.32 	0.4 	0.32 	0.39 	0.38 	0.48 	0.46 	0.49 	0.47 
EE_LIT,MKT,KG_HAB,IE	: 	1.2 	0.91 	0.69 	0.83 	0.82 	0.65 	0.69 	1 	1.02 	1 	1.44 	: 	: 
EE_LIT,MKT,KG_HAB,IS	: 	3.85 	3.06 	2.71 	3.24 	3.29 	3.36 	3.86 	3.65 	3.07 	: 	: 	: 	: 
EE_LIT,MKT,KG_HAB,IT	: 	: 	: 	1.17 	1.02 	1.23 	1.83 	1.67 	1.36 	1.69 	3.83 	4.58 	: 	: 
EE_LIT,MKT,KG_HAB,LI	: 	0.92 d	0.94 d	0.26 d	0.14 d	0.04 d	0.02 d	0.02 d	: 	: 	: 	: 	: 	: 
